0.17946,-0.92523,-0.6937,0.46983,-0.34871,-0.21465,-0.30662,1.3596,-0.50597,1.1031,0.0090889,-0.59108,1.1745,0.96249,0.46342,-0.81321,0.57676,-0.076483,0.73986,0.57461,-0.6421,0.24994,0.80514,1.0568,-0.88997,-0.56004,-0.87896,0.32932,0.97245,1.2424,-0.8096,0.073193,-0.96763,-0.29303,-0.33809,-0.47834,-0.81566,0.44616,0.089076,-0.5525,-0.72563,0.67755,0.62152,-0.78073,-0.50839,-0.84067,-1.0031,-0.48612,0.19589,0.94422,0.84891,0.94293,0.86969,-0.60751,-0.37621,-0.52002,0.18585,0.049636,0.22421,-0.71883,0.93161,-0.5922,0.66923,-0.81462,0.35172,0.17794,0.86551,-0.58226,0.23002,0.86841,1.1924,0.58551,0.090761,-0.73241,-0.53438,1.3236,-0.062459,-0.93982,-1.3964,-0.34466,0.50712,-0.57582,0.15722,0.047437,1.0649,0.82417,0.89177,0.42233,0.20188,-0.61848,-0.012971,-0.13507,0.25352,0.27385,1.2315,-0.98411,1.0185,1.3163,0.051694,1.1238,-1.6054,-0.47914,1.3378,0.073448,-1.0929,0.78268,0.70568,-1.2906,0.99276,-0.3493,-0.65986,-0.25056,0.57154,0.3683,-0.65269,0.68373,-0.137,1.2663,0.19697,-0.98195,0.35748,0.41457,1.0097,0.075942,1.173,-0.94605,-0.92724,0.84439,0.92619,0.17968,1.1542,-0.38283,-0.77496,-1.075,-0.44844,0.26238,-0.58733,-0.23431,-0.79133,1.1766,-0.77788,0.98127,-1.175,-0.68121,-0.48918,-0.33846,0.0074795,-1.4735,-0.52958,0.084356,-0.75163,0.4259,-0.30049,-0.62527,-0.36652,-0.22112,0.060098,-0.80116,-0.74701,-0.61202,-0.56847,-0.39089,-0.22919,0.068605,-0.53499,0.308,-0.33358,0.82609,0.025969,-0.70057,-0.70648,0.46854,0.34735
1.3137,-0.44796,0.12014,-0.64247,0.093455,-0.40658,-0.61403,-0.48841,0.77221,-0.6834,-0.14641,0.06262,0.82765,0.067385,1.0068,-0.44121,-0.40819,0.7354,-0.0073903,0.098835,-0.12423,0.15728,-0.8639,-0.20901,-0.7545,-0.53884,0.54182,-0.45265,-0.83374,-0.49684,-0.42325,-1.2921,1.3926,-0.26307,0.061217,0.46467,0.25079,-0.99456,-0.5285,0.99395,-0.35776,0.8729,-0.41146,0.16997,-0.63532,-0.03902,-0.43094,-0.36246,-0.46869,-0.25158,-0.32762,-0.22372,-1.47,0.15632,-0.58282,-0.67745,-0.25908,-0.060075,0.30817,-0.44512,-0.43854,-0.28724,-0.54378,-0.41963,-0.92666,-0.84041,1.0416,2.2413,0.74427,-0.48334,-0.68457,-0.80159,-0.078362,1.789,-0.25839,0.46081,0.62288,1.1472,1.5625,-0.26696,-0.16955,-0.47516,1.4863,1.5743,-0.52177,-0.73477,0.1086,-0.69624,1.6148,-0.2292,-0.48601,-0.88151,-0.32718,-0.65532,0.52371,0.46849,0.01124,0.40078,0.62242,-0.62353,1.6387,1.3116,-0.8144,-0.27833,-0.44541,-0.36245,-0.88856,0.20572,-0.16887,0.99134,-0.56849,-0.067887,0.29805,-0.53727,-0.45373,-0.090283,-0.082322,0.64514,-1.0785,0.12551,-1.1451,-0.9561,-0.33693,0.99127,-0.10788,0.78226,2.8498,-0.7026,-0.085807,-0.80368,1.1654,-0.1693,1.025,-0.64975,-0.47332,-0.86706,-0.71601,-0.10364,1.1009,0.88192,-0.77407,-0.31458,-0.64664,0.57715,-0.24292,-0.32579,-0.80594,-0.34805,-0.46356,-0.6772,-0.51667,1.1557,-0.14304,-0.73204,-0.12998,-0.44222,-0.547,-0.9343,0.71499,-0.050634,-0.67233,-0.3241,0.17811,-1.1425,2.1383,-1.0025,-1.2112,0.82492,-0.013805,0.7909,1.2737,0.92238,1.193
-0.3854,1.073,-1.0373,0.48228,0.5017,0.43634,0.7702,-0.13205,-1.6549,0.57408,-0.093602,-0.074285,-0.90394,1.0766,-1.5979,2.7196,0.64772,0.75715,0.52836,1.3092,1.1045,0.22213,-0.61415,0.9172,0.8462,-0.33096,-0.01658,0.20434,-1.2893,-0.29946,0.49769,0.65837,-0.48689,-0.30653,-0.1901,0.93455,1.9433,0.078996,-0.45701,0.55486,0.25954,-0.073383,0.90784,1.0188,0.50029,0.67406,-0.18768,-0.90815,0.59261,0.61626,0.75956,0.79448,-1.3522,1.1596,0.11132,3.0932,-1.1247,0.69129,1.0458,0.37082,0.38159,-0.48502,0.8472,-0.41613,0.67584,0.14777,-0.22637,-0.65569,0.31647,0.99806,0.065744,0.27524,-0.70491,-0.69588,-0.52831,1.1186,-1.1034,-0.1641,-0.53302,-0.20412,0.47691,0.64079,0.69562,-0.44301,1.3926,-0.55813,0.48574,0.90831,-1.2576,-0.16237,0.18207,-1.0536,0.76078,0.77795,1.2006,-0.59673,0.85401,1.1137,-0.59466,-0.51625,-0.65028,-0.64559,-0.065809,0.93571,-0.67366,0.76165,-0.64274,-0.70405,0.84171,-0.22598,-0.78641,-0.38492,0.86371,-0.59178,2.218,1.1163,-0.015982,0.97115,0.35797,-0.90251,0.72467,0.54748,0.76149,-0.00074522,0.63231,0.30779,-0.62229,-0.30029,-1.2746,0.47995,1.0488,0.8352,-1.1802,-0.85781,-0.30106,-1.066,0.009675,-1.3918,-0.39125,0.91398,0.43831,0.98306,1.3555,0.63334,0.43385,-0.18402,-0.44168,-0.94537,-0.045713,1.5134,0.46109,0.8603,0.033829,0.74972,0.63962,0.13757,-0.1263,1.5069,-0.41185,0.47695,0.31983,-0.17105,0.31056,0.16262,-0.12682,1.5029,0.82987,-0.71825,0.01689,-0.73851,-0.68747,-1.0507,-0.87795
-0.20878,0.16227,1.0061,-0.49424,-0.36083,0.67324,-0.11529,0.80011,-1.1433,0.74535,-0.19401,0.72594,0.64846,0.53983,-0.057383,-0.63134,-0.57838,-0.51003,0.75321,0.2933,0.39364,0.58229,0.1924,0.25704,0.42603,-0.27316,0.12216,-0.8181,0.17043,0.099797,1.6005,0.92574,-0.058579,0.72774,0.10624,-0.80274,-0.57079,-0.42054,-1.1649,-0.45969,-0.36397,-0.30106,-0.62932,0.1885,-0.46317,-0.831,-1.2008,0.73658,-0.22614,-0.37876,-0.76905,0.29113,-1.1064,-0.30516,-0.15625,-0.14196,-0.79592,-0.41919,-0.14197,1.62,-0.13305,-0.28923,-0.35619,0.15287,0.75948,0.59353,0.52676,-1.0176,0.13544,0.26233,0.59695,-0.56156,-0.16785,-0.91578,-0.40711,0.55652,-0.03065,-0.3341,0.078416,-0.24547,0.6381,0.55813,-1.1368,0.42758,0.28934,0.12396,-0.24269,0.56268,0.090316,-0.34846,0.88392,0.035162,0.30483,1.6048,0.52267,-0.58851,0.49671,0.67004,-0.72409,0.083437,0.69551,-0.59044,0.39841,0.20501,0.23681,0.51777,1.8504,0.26581,0.4332,0.077695,-0.085842,0.55369,0.65733,0.22213,-0.67989,0.34218,0.75013,0.11582,1.9007,0.26293,0.18384,0.79796,1.154,0.31968,0.39519,0.013077,-1.3231,0.53312,-0.2271,1.0076,0.33299,2.7398,-0.046905,-0.23784,-0.32726,0.98774,0.21288,0.033617,-0.62819,0.89705,-0.70763,0.5574,4.3109,-0.76676,1.5433,3.5296,-0.16513,1.2496,0.040594,-0.49512,-0.72786,-0.66455,0.30625,-0.095974,-0.17324,-0.14778,0.22982,0.86539,-0.57743,-1.3756,-1.1133,-0.30541,-0.53959,0.27848,-1.0712,-1.5862,0.30024,0.2521,0.83114,2.3543,-0.86967,-0.17322,-0.4556
-2.5194,-0.60297,-1.4615,1.3105,-1.2644,-0.77405,-0.1842,-1.0592,-1.1224,-1.9363,1.7405,-0.59439,-1.1569,1.3151,-1.7895,-0.1767,1.2248,-0.98365,1.2769,0.85187,-0.80001,-0.053016,0.2166,1.207,0.21877,0.19339,-0.029788,0.57641,-1.1259,-2.6341,-1.1669,0.54395,-0.76558,0.26124,0.79355,0.7822,0.095485,1.0335,2.816,-0.63547,-0.22352,-1.4799,1.6957,0.12601,1.2204,-1.199,-0.26592,-1.0386,-1.0507,1.4756,1.6747,1.9712,-0.99023,-0.88181,0.71948,-0.32292,-1.5362,-1.5451,-1.2736,-1.1566,1.2965,-0.19987,1.553,0.050812,-2.8417,1.2336,-2.0594,-0.2612,0.64781,1.1627,-1.764,1.2377,1.3494,-0.50133,-0.76147,1.6804,-1.0204,-0.92676,-0.75892,0.45327,1.1626,1.2661,-1.2378,-0.40329,0.96244,-0.77817,1.9283,1.0037,-1.6275,-1.3631,0.94859,-1.2548,0.98534,1.442,1.7496,-0.3144,1.1584,1.5974,-1.4904,0.57425,-0.58232,-0.5013,0.32954,1.2228,-0.23361,1.6629,-0.43571,-1.3624,1.8801,-0.74277,0.07863,-0.22586,1.1398,-1.009,-0.87114,0.90447,-0.53647,2.2175,0.15081,-0.4361,1.2122,1.7527,1.3776,-1.3344,1.9007,-0.55506,-0.81571,-0.29452,-1.4414,0.88525,2.3216,0.23828,-1.8123,-0.47779,0.21189,0.0024056,0.31465,-0.52744,-0.40631,2.138,0.90612,1.1433,0.57481,3.1953,1.8613,-0.027834,0.12604,-0.55361,-0.085451,0.80109,-0.19513,1.0706,0.12374,1.0952,-0.083816,-0.16048,0.42332,0.34814,1.1397,-0.016838,0.90432,0.24675,0.11581,-0.014778,-0.73844,1.3451,0.70413,-3.2079,-2.9599,-0.53812,-0.66792,-3.2954,-3.4168
0.54874,2.3923,-0.59399,-1.2903,3.6442,3.0849,1.7863,-1.0678,-0.35504,0.60949,-1.0107,-0.3194,-1.2472,-0.75679,-1.3194,5.285,-1.3461,3.0266,-0.79623,-1.6002,3.0852,-2.8878,2.9055,-1.1716,2.0804,-0.089606,2.9607,-1.4015,-1.7273,1.3289,-0.017567,1.676,-0.90707,-1.3243,-0.88468,1.7653,4.4252,-1.2117,-0.61209,3.5634,-0.40653,1.7451,-1,4.4342,0.13466,3.4166,0.62921,-0.85505,1.9212,-1.5939,-1.6352,-1.0192,-1.0707,3.1811,-0.4501,2.6379,-2.4764,2.3431,2.3212,-0.010489,-1.0251,-0.19123,-0.96707,-0.21343,1.085,-1.6124,1.2689,-1.2466,-1.4288,-1.466,0.72021,-1.1693,-0.65869,-0.94518,0.39236,-0.57286,0.88049,0.52892,-0.73095,-0.21246,-1.3159,0.73816,0.43364,1.245,-1.0967,-0.94643,-0.72551,-0.869,-0.18979,1.4606,-1.5387,-0.14575,-1.1982,-0.23373,-0.58638,-0.84464,-1.4198,-0.96326,0.42049,-1.0747,0.53631,-0.83371,-1.2074,-1.0275,-0.032845,-0.52311,-1.063,-0.50982,-0.78818,-0.56772,-0.98007,-0.38328,-1.2236,-1.2664,3.3064,-0.78026,-0.79973,-0.85826,-0.58716,0.14694,-2.1681,-1.1004,-0.98111,0.89685,-0.92294,-1.952,-0.53793,0.35479,-1.3281,-1.0954,-0.38923,0.083994,-0.65632,-0.53662,-0.22314,0.17418,0.35418,-0.086061,-0.52672,-1.3649,0.02309,-0.94144,-0.24031,-0.96925,-0.10066,-0.53791,0.091663,-1.2786,-0.26711,0.041744,-0.29581,-1.7747,-0.21022,0.013968,0.40031,-0.27042,-0.46187,-0.82652,0.40573,2.5436,-0.2981,0.085693,0.37826,-0.51074,1.5608,-1.421,0.18715,0.27728,1.4073,-0.41386,-0.016208,0.67633,0.63164
-2.1237,1.2726,1.1095,-0.03993,-0.36922,1.4083,0.67548,0.011614,-0.83795,-1.95,0.04073,-0.53476,-1.0906,0.89857,-0.97027,0.3012,0.40767,0.88527,0.47705,-0.44984,1.3441,0.48004,-0.069898,0.45688,1.3791,-0.46273,0.42053,0.81193,-1.2824,-0.86919,-1.978,1.7162,-0.31062,-0.7101,0.058324,2.1998,0.32891,0.71891,0.93786,0.75451,1.4181,-1.0856,0.028196,1.4004,0.94715,2.1358,1.9901,-0.94126,1.8699,0.14517,-0.2068,0.23964,-1.3745,2.6733,-0.4844,1.3098,-1.0832,0.29403,0.48306,-1.5312,-0.30558,-0.1549,-0.18684,0.26294,0.74823,-0.089233,-1.5925,-0.64229,-0.070915,0.82981,-2.052,0.47306,-0.34675,-0.16636,1.6937,0.09253,-0.85898,2.0184,-0.25584,0.15306,0.15923,-0.0083911,-1.3332,-0.91523,-0.41441,0.70265,0.54134,-0.3878,-0.35408,-0.063419,0.14591,-0.54502,0.53462,-0.39662,0.76645,-0.75496,0.50625,0.59579,-1.5947,-0.26217,-0.59675,2.5047,-0.30787,-0.051399,-0.82309,0.58985,-1.3059,0.46871,0.83507,-1.0465,-0.81094,-0.96866,0.53897,-1.7547,0.84916,0.33332,2.803,0.18182,-0.93154,0.17714,0.0021288,0.29259,0.015808,1.2595,0.23869,0.51961,-0.67997,-0.54895,-0.77021,-0.76241,1.1272,-0.43511,0.091959,-0.72815,-0.39615,-2.0579,-0.064398,-0.40312,-0.50058,0.22578,0.12615,-0.29267,0.23328,-0.61654,-0.13559,-0.27697,-0.60081,-0.31807,0.20272,0.64849,-0.54501,0.61854,-0.23452,-0.14525,0.29645,0.17347,-0.15867,0.31398,0.41841,0.72349,0.10095,1.0052,0.54936,0.51589,0.26748,0.16792,-0.40103,0.33249,1.1485,-0.46422,-0.72708,-0.57777,-0.15591
-0.55198,-1.5954,-0.97962,0.95541,-1.1638,-0.37298,-0.50001,0.17636,-0.50255,0.64047,0.19899,-1.3746,-0.03763,1.0268,0.32049,-0.60288,1.1411,-1.014,0.21614,-0.10962,-0.92191,0.70384,0.49446,1.2546,1.0403,-0.63093,0.15728,1.77,1.2191,0.13592,-1.1733,-0.72485,-0.55903,-0.41891,-0.26384,-0.50278,-0.77641,1.5088,-0.25417,-0.25521,2.6661,-0.11759,1.2204,-0.113,-0.292,-0.71625,-0.13047,0.29001,-0.14916,0.89545,0.76208,1.1177,1.4832,-0.72974,-0.28392,-0.54571,0.023385,-0.42985,-0.79451,-1.0776,1.057,-0.32939,0.55458,-0.72913,-1.0595,-0.1121,0.45068,-0.027006,0.34838,0.85587,0.80979,0.78884,1.1923,0.069357,-0.38922,1.4555,-0.50073,0.06138,-0.83115,-0.59555,0.68276,0.625,-1.3106,-1.8339,0.36292,-0.016796,1.5329,-0.069308,1.0232,-0.91912,0.50238,0.35736,0.79163,-0.69821,1.3613,-0.56025,0.79899,1.0827,-0.34569,1.0313,-1.2369,-0.033245,-0.68,-0.52171,-0.89657,0.76554,-0.041055,0.25149,0.78177,-0.24913,-0.79489,-0.16312,0.91984,-0.55291,-0.1415,0.57528,0.30091,1.3286,-0.43716,-0.58952,0.2491,0.87822,0.34104,-0.65212,1.0408,0.0033422,-0.54449,0.89765,0.60716,-0.013276,1.4176,-1.0983,-0.50618,1.7909,-0.53238,0.28882,-0.0043739,-1.2825,-0.59753,1.2229,-0.34054,0.25948,-0.55328,0.42586,0.44831,-0.40628,-0.27985,-0.43631,-0.17381,-0.72934,-0.61362,1.276,-0.17132,-0.22878,-0.30907,-0.045344,1.5061,-0.7392,-0.81299,0.48735,-0.1971,0.2299,-0.073689,0.42738,0.78865,-0.92254,-0.64123,0.46727,0.54478,-0.62928,-0.99011,0.66779,0.30137
0.28946,0.019012,0.26373,1.0024,-0.53444,-1.5828,-0.62317,0.015111,0.8334,0.93191,-0.1934,-0.31227,0.224,1.0068,0.27989,-0.2031,0.78412,-0.90533,0.45896,-0.039443,0.219,-0.84122,-0.90647,1.1082,-0.22818,-0.57218,-0.3757,1.0736,0.30501,-0.76506,-0.70548,-1.2476,-0.027345,0.43563,-0.1143,-0.52996,-0.49515,0.83825,-0.18077,-0.72284,1.3616,-0.26745,1.1039,-1.0404,0.24396,-0.61548,-1.2169,-0.33895,-1.3683,1.0022,0.9429,0.84479,0.18131,-1.478,0.0046597,-0.2833,0.12897,0.11238,-0.68192,-0.79888,0.87807,-0.45677,0.81852,-0.45855,-0.61585,-0.1885,0.12996,1.8394,0.99649,1.1287,0.86021,1.1219,-0.76106,2.3862,0.037304,0.82058,-1.0432,1.3298,1.3057,-0.11792,0.12017,-0.33827,0.47936,-0.19854,0.12056,-0.77327,0.57695,-0.082116,0.61341,0.2371,0.47467,-0.72234,0.67781,-0.58968,0.28693,0.54353,0.65259,0.79582,-0.1294,-1.9292,-1.0245,1.3314,-0.5025,-0.36471,-0.68646,0.2984,-0.85967,-0.3189,0.60435,0.12581,-0.93924,-0.44348,0.62652,-0.74562,-0.48969,0.51335,0.30363,0.75498,-0.1489,-0.33237,0.90529,0.57867,0.37482,0.2955,0.10629,0.49928,1.3029,-0.60579,0.22908,-0.069652,0.0089138,-0.49534,0.83255,-0.89955,-0.37236,-1.4046,-0.25089,-0.8483,0.77238,0.3309,0.29868,-0.084181,0.42147,-0.35939,0.74659,0.010129,0.48218,-1.0253,-0.094577,-0.1845,-0.18835,0.4145,-0.19386,0.017823,-0.050879,-0.21924,-0.46184,-1.3679,-0.13772,0.035673,-0.58925,-0.31031,0.6134,0.30379,-0.04434,0.59384,0.17295,0.51315,-0.62217,-0.46037,0.5787,0.42725,0.89441
0.98272,-0.15048,1.2601,-2.0537,0.0011224,-1.3473,-0.79999,0.86598,1.4886,0.066307,-1.9534,0.82778,0.42606,-2.5021,0.88793,-0.60107,-1.2928,0.59095,-0.82201,1.0973,-0.37156,-0.54634,-1.5992,-2.1658,-1.3288,-0.62817,-0.60451,-1.4114,1.3896,-0.28112,-0.80187,-0.55649,1.5107,-0.77068,-0.47066,1.0005,-0.50222,-1.5448,-0.011866,0.12275,-0.67197,1.0166,-1.5812,-0.63035,-1.1612,-1.1182,0.24229,-0.018715,-0.69826,-1.3208,-1.9925,-1.6832,-1.0247,-0.71534,-0.68619,0.96494,0.62192,0.68539,-0.61281,-0.67175,-2.4176,-0.57043,-1.4466,-0.79518,-0.43529,-1.0386,0.66994,2.4265,1.0724,-2.256,-0.10845,-2.0109,-0.51105,2.2003,2.6184,-1.8218,0.37659,2.8391,2.0851,-0.4847,-3.2656,-0.36733,0.45657,0.41095,-1.118,-0.22925,-0.94199,-1.8608,1.9963,-0.43332,-2.623,-1.7817,-2.3904,-1.0377,-1.5208,0.82548,-2.9092,-2.2581,1.2069,-0.50997,-0.25517,0.33211,-1.6634,0.0045899,-0.32382,-1.4697,0.35608,1.0763,-1.9258,1.1625,-0.50302,-0.93938,-2.6119,0.11021,0.37532,-1.1548,1.5187,-0.48602,-0.97345,0.063252,0.20086,-1.9576,-1.4648,1.8639,-1.4226,0.42016,1.1409,-1.5913,0.98831,-2.1157,-1.4205,-1.1019,1.7253,1.9078,-0.43857,1.7163,-3.491,-2.0218,0.45194,-2.1582,-0.45126,-1.4322,-0.61275,1.3072,-0.88352,-0.40103,0.12971,-1.2797,0.70327,-0.56405,0.27903,1.7692,-0.37233,-0.9379,-0.32002,-0.32075,-0.33259,-1.198,-0.37821,0.044975,1.2384,0.052196,0.40628,-0.74128,1.6432,-0.61906,-0.17556,0.84929,-0.2484,-0.37798,0.87854,0.97311,0.85154
